forma,Color,Numero de paredes,Conexión hifal,Reacción con Melzer,Textura,Nombre cientifico,genero,familia,Pais,vegetacion,habitat,Localidad,Información de la especie,Particularidad,tam_min,tam_max,tam_promedio,forma_std,forma_token,espora_cilindrica,espora_clavada,espora_elipsoide,espora_fusiforme,espora_globosa,espora_irregular,espora_oblonga,espora_ovoide,espora_piriforme,espora_reniforme,espora_subglobosa,espora_triangular,color_token,color_amarillo,color_ambar,color_blanco,color_crema,color_dorado,color_gris,color_hialino,color_marron,color_miel,color_naranja,color_negro,color_ocre,color_rojo,color_sin_reporte,color_verdoso,conexion_token,textura_tokens,tex_sup_alveolada,tex_sup_aspera,tex_sup_foveolada,tex_sup_granular,tex_sup_laberintiforme,tex_sup_lisa,tex_sup_ornamentada,tex_sup_perforada,tex_sup_reticulada,tex_sup_rugosa,tex_sup_scrobiculada,tex_sup_verrugosa,tex_est_estratificada,tex_est_laminada,tex_est_membranosa,tex_est_subcapas,tex_est_sublaminada,tex_cons_delgada,tex_cons_evanescente,tex_cons_flexible,tex_cons_fragil,tex_cons_gruesa,tex_cons_mucilaginosa,tex_cons_quebradiza,tex_cons_rigida,tex_cons_semiflexible,tex_cons_suave,tex_orn_crestas,tex_orn_depresiones,tex_orn_espinas,tex_orn_estrias,tex_orn_hoyos,tex_orn_papilas,tex_orn_protuberancias,tex_orn_proyecciones,tex_orn_pustulas,tex_orn_reticulo,tex_orn_verrugas,melzer_negativo,melzer_positivo,melzer_ninguna,melzer_paredes_internas,melzer_sin_reporte
globosas a piriformes,negro de tono a cafe oscuro y rojo amarillento,2.0,la conexion es muy gruesa con relacion al tamano de la espora,ninguna,mucilaginosa y lisa con poros en la superficie,Glomus brohultii,Glomus ,Glomeraceae,Colombia,Coffea arabica,Páramo,Antioquia,especie solo se ha identificado en colombia con mucha frecuencia en sistemas agroforestales rastojos y bosques perturvados,esporas solitarias,102.3,142.6,122.44999999999999,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['negro', 'marron', 'rojo', 'amarillo']",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosa con escudo hialino,trasparentes y levementes amarillas,5.0,la conexion celula suspensoria en forma de perilla no presenta septos,positiva,lisa delgada tienda a formar arrugas,Scutellospora sp1,Scutellospora,Gigasporaceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,esta especie reportada es similar a scutellospora gilmoreii,esporas solitarias,148.2,258.2,203.2,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa con escudo hialino,trasparentes y levementes amarillas,5.0,la conexion celula suspensoria en forma de perilla no presenta septos,positiva,lisa delgada tienda a formar arrugas,Scutellospora sp1,Scutellospora,Gigasporaceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,esta especie reportada es similar a scutellospora gilmoreii,esporas solitarias,132.5,271.9,202.2,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa con escudo hialino,trasparentes y levementes amarillas,5.0,la conexion celula suspensoria en forma de perilla no presenta septos,positiva,lisa delgada tienda a formar arrugas,Scutellospora sp1,Scutellospora,Gigasporaceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,esta especie reportada es similar a scutellospora gilmoreii,esporas solitarias,158.4,263.9,211.14999999999998,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa con escudo hialino,trasparentes y levementes amarillas,5.0,la conexion celula suspensoria en forma de perilla no presenta septos,positiva,lisa delgada tienda a formar arrugas,Scutellospora sp1,Scutellospora,Gigasporaceae,Colombia,Espeletia schultzii,Páramo,Cundinamarca,esta especie reportada es similar a scutellospora gilmoreii,esporas solitarias,180.1,267.3,223.7,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['delgada'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas con escudo en forma de invaginaciones,trasparentes y levementes amarillas,6.0,la conexion celula suspensoria en forma de bulbo facilmente observable con aronamnetacion densa de espinas pequenas,positiva,laminada solida pared membranosa y amorfa,Scutellospora pellucida,Scutellospora,Gigasporaceae,Ecuador,Manihot esculenta,Selva Húmeda,Azuay,esta especie ha sido aislada de regiones arenosas en usa,esporas solitarias,180.0,220.0,200.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['membranosa', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas con escudo en forma de invaginaciones,trasparentes y levementes amarillas,6.0,la conexion celula suspensoria en forma de bulbo facilmente observable con aronamnetacion densa de espinas pequenas,positiva,laminada solida pared membranosa y amorfa,Scutellospora pellucida,Scutellospora,Gigasporaceae,Ecuador,Manihot esculenta,Selva Húmeda,Guayas,esta especie ha sido aislada de regiones arenosas en usa,esporas solitarias,180.0,220.0,200.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['membranosa', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas con escudo en forma de invaginaciones,trasparentes y levementes amarillas,6.0,la conexion celula suspensoria en forma de bulbo facilmente observable con aronamnetacion densa de espinas pequenas,positiva,laminada solida pared membranosa y amorfa,Scutellospora pellucida,Scutellospora,Gigasporaceae,Colombia,Manihot esculenta,Selva Húmeda,Meta,esta especie ha sido aislada de regiones arenosas en usa,esporas solitarias,194.8,205.3,200.05,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['membranosa', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas con escudo en forma de invaginaciones,trasparentes y levementes amarillas,6.0,la conexion celula suspensoria en forma de bulbo facilmente observable con aronamnetacion densa de espinas pequenas,positiva,laminada solida pared membranosa y amorfa,Scutellospora pellucida,Scutellospora,Gigasporaceae,México,Manihot esculenta,Selva Húmeda,Veracruz,esta especie ha sido aislada de regiones arenosas en usa,esporas solitarias,195.2,199.4,197.3,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['membranosa', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,trasparentes amarillas claro o rojo amarillento,4.0,la conexion celula suspensoria en forma de bulbo facilmente observable,positiva,laminada delgada flexible y coreacea,Scutellospora spinosissima,Scutellospora,Gigasporaceae,Brasil,Quercus humboldtii,Selva Húmeda,Amazonas,esta especie ha sido reportada en zonas aridas con baja fertilidad ricos en materia organica,esporas solitarias,125.0,260.0,192.5,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,trasparentes amarillas claro o rojo amarillento,4.0,la conexion celula suspensoria en forma de bulbo facilmente observable,positiva,laminada delgada flexible y coreacea,Scutellospora spinosissima,Scutellospora,Gigasporaceae,Perú,Quercus humboldtii,Selva Húmeda,Ucayali,esta especie ha sido reportada en zonas aridas con baja fertilidad ricos en materia organica,esporas solitarias,125.0,260.0,192.5,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,trasparentes amarillas claro o rojo amarillento,4.0,la conexion celula suspensoria en forma de bulbo facilmente observable,positiva,laminada delgada flexible y coreacea,Scutellospora spinosissima,Scutellospora,Gigasporaceae,Panamá,Quercus humboldtii,Selva Húmeda,Colón,esta especie ha sido reportada en zonas aridas con baja fertilidad ricos en materia organica,esporas solitarias,164.3,256.8,210.55,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,trasparentes amarillas claro o rojo amarillento,4.0,la conexion celula suspensoria en forma de bulbo facilmente observable,positiva,laminada delgada flexible y coreacea,Scutellospora spinosissima,Scutellospora,Gigasporaceae,Panamá,Quercus humboldtii,Selva Húmeda,Veraguas,esta especie ha sido reportada en zonas aridas con baja fertilidad ricos en materia organica,esporas solitarias,160.8,213.4,187.10000000000002,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,trasparentes amarillas claro o rojo amarillento,4.0,la conexion celula suspensoria en forma de bulbo facilmente observable,positiva,laminada delgada flexible y coreacea,Scutellospora spinosissima,Scutellospora,Gigasporaceae,Costa Rica,Quercus humboldtii,Selva Húmeda,Heredia,esta especie ha sido reportada en zonas aridas con baja fertilidad ricos en materia organica,esporas solitarias,126.9,215.1,171.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,trasparentes amarillas claro o rojo amarillento,4.0,la conexion celula suspensoria en forma de bulbo facilmente observable,positiva,laminada delgada flexible y coreacea,Scutellospora spinosissima,Scutellospora,Gigasporaceae,Brasil,Quercus humboldtii,Selva Húmeda,Bahía,esta especie ha sido reportada en zonas aridas con baja fertilidad ricos en materia organica,esporas solitarias,141.7,225.2,183.45,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': ['celula_bulbosa'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['delgada', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa,amarillo a tono amarillo palido,3.0,la conexion es recta algo reculvado y acampanado,negativo,lisa semi rigida poco mucilaginosa,Funneliformis geosporum,Funneliformis,Glomeraceae,Panamá,Manihot esculenta,Selva Húmeda,Colón,esta especie tiende a confundirce con glomus macrocarpum,esporas solitarias,120.0,240.0,180.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['rigida', 'mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa,amarillo a tono amarillo palido,3.0,la conexion es recta algo reculvado y acampanado,negativo,lisa semi rigida poco mucilaginosa,Funneliformis geosporum,Funneliformis,Glomeraceae,Colombia,Manihot esculenta,Selva Húmeda,Antioquia,esta especie tiende a confundirce con glomus macrocarpum,esporas solitarias,120.0,240.0,180.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['rigida', 'mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa,amarillo a tono amarillo palido,3.0,la conexion es recta algo reculvado y acampanado,negativo,lisa semi rigida poco mucilaginosa,Funneliformis geosporum,Funneliformis,Glomeraceae,Panamá,Manihot esculenta,Selva Húmeda,Chiriquí,esta especie tiende a confundirce con glomus macrocarpum,esporas solitarias,141.2,163.3,152.25,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['rigida', 'mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa,amarillo a tono amarillo palido,3.0,la conexion es recta algo reculvado y acampanado,negativo,lisa semi rigida poco mucilaginosa,Funneliformis geosporum,Funneliformis,Glomeraceae,Panamá,Manihot esculenta,Selva Húmeda,Colón,esta especie tiende a confundirce con glomus macrocarpum,esporas solitarias,136.3,191.6,163.95,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['rigida', 'mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa,amarillo a tono amarillo palido,3.0,la conexion es recta algo reculvado y acampanado,negativo,lisa semi rigida poco mucilaginosa,Funneliformis geosporum,Funneliformis,Glomeraceae,Colombia,Manihot esculenta,Selva Húmeda,Boyacá,esta especie tiende a confundirce con glomus macrocarpum,esporas solitarias,150.0,209.4,179.7,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['rigida', 'mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa,amarillo a tono amarillo palido,3.0,la conexion es recta algo reculvado y acampanado,negativo,lisa semi rigida poco mucilaginosa,Funneliformis geosporum,Funneliformis,Glomeraceae,México,Manihot esculenta,Selva Húmeda,Oaxaca,esta especie tiende a confundirce con glomus macrocarpum,esporas solitarias,161.3,227.8,194.55,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['rigida', 'mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,amarillo rojizo a tono marron opaco,3.0,la conecion hifal es gruesa y engrosado en el hapice de la hifa,ninguna,lisa mucilaginosa e irregular,Sclerocystis sinuosa,Sclerocystis,Glomaceae,Brasil,Quercus humboldtii,Valle Interandino,Minas Gerais,esta especie tiende a cofundirse por la sinuosidad indistinta del peridio encontrada particularmente en suelos arenosos y sueltos en sinergia con otros microorganismos,esporas agrupadas,248.0,650.0,449.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo', 'marron', 'blanco']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,amarillo rojizo a tono marron opaco,3.0,la conecion hifal es gruesa y engrosado en el hapice de la hifa,ninguna,lisa mucilaginosa e irregular,Sclerocystis sinuosa,Sclerocystis,Glomaceae,Brasil,Quercus humboldtii,Valle Interandino,Mato Grosso,esta especie tiende a cofundirse por la sinuosidad indistinta del peridio encontrada particularmente en suelos arenosos y sueltos en sinergia con otros microorganismos,esporas agrupadas,248.0,650.0,449.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo', 'marron', 'blanco']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,amarillo rojizo a tono marron opaco,3.0,la conecion hifal es gruesa y engrosado en el hapice de la hifa,ninguna,lisa mucilaginosa e irregular,Sclerocystis sinuosa,Sclerocystis,Glomaceae,Brasil,Quercus humboldtii,Valle Interandino,Bahía,esta especie tiende a cofundirse por la sinuosidad indistinta del peridio encontrada particularmente en suelos arenosos y sueltos en sinergia con otros microorganismos,esporas agrupadas,383.5,525.6,454.55,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo', 'marron', 'blanco']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,amarillo rojizo a tono marron opaco,3.0,la conecion hifal es gruesa y engrosado en el hapice de la hifa,ninguna,lisa mucilaginosa e irregular,Sclerocystis sinuosa,Sclerocystis,Glomaceae,Brasil,Quercus humboldtii,Valle Interandino,Amazonas,esta especie tiende a cofundirse por la sinuosidad indistinta del peridio encontrada particularmente en suelos arenosos y sueltos en sinergia con otros microorganismos,esporas agrupadas,399.0,472.4,435.7,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo', 'marron', 'blanco']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,amarillo rojizo a tono marron opaco,3.0,la conecion hifal es gruesa y engrosado en el hapice de la hifa,ninguna,lisa mucilaginosa e irregular,Sclerocystis sinuosa,Sclerocystis,Glomaceae,Ecuador,Quercus humboldtii,Valle Interandino,Imbabura,esta especie tiende a cofundirse por la sinuosidad indistinta del peridio encontrada particularmente en suelos arenosos y sueltos en sinergia con otros microorganismos,esporas agrupadas,301.3,431.5,366.4,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo', 'marron', 'blanco']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,amarillo rojizo a tono marron opaco,3.0,la conecion hifal es gruesa y engrosado en el hapice de la hifa,ninguna,lisa mucilaginosa e irregular,Sclerocystis sinuosa,Sclerocystis,Glomaceae,México,Quercus humboldtii,Valle Interandino,Oaxaca,esta especie tiende a cofundirse por la sinuosidad indistinta del peridio encontrada particularmente en suelos arenosos y sueltos en sinergia con otros microorganismos,esporas agrupadas,325.7,435.0,380.35,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo', 'marron', 'blanco']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas raramente ovoides a irregulares,amarillo oscuro anaranjado o cafe,3.0,la conexion es a partir del saco esporifero,positivo,perforaciones conicas regulares en la capa sw de la pared,Acaulospora alpina,Acaulospora,Acaulosporaceae,Perú,Gramíneas nativas,Suelo forestal,Ucayali,la especie ha sido reportada en pastos alpinos donde forma asociaciones simbioticas con especies como carex curvula y nardus stricta,presenta esporas con ornamentaciones caracteristicas que la diferencian de otras especies del genero,53.6,76.1,64.85,globosa,"['irregular', 'ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,1,0,1,0,0,1,0,"['amarillo', 'naranja', 'marron']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
